map_id	verdict	scope	canonical	meaning	problem	bundle	technical_route	technical_delegate	scratch_policy	scratch_boundary	judgment	evidence	decision_status
745	拡張	extension	Activate and cycle mask and shape tools	マスク/シェイプツールを巡回	マスク/シェイプツールを巡回	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
746	拡張	extension	Activate and cycle Pen and Mask Feather tools	ペン/マスクフェザーツールを巡回	ペン/マスクフェザーツールを巡回	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
747	拡張		Activate Roto Brush tool	ロトブラシツール	ロトブラシツール	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
748	採用済		Add	マスクモード:加算	マスクモード:加算	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
749	採用済		Add mode	マスクモード:加算	マスクモード:加算	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
750	拡張	extension	Closed	パスを閉じる	パスを閉じる	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
751	拡張	extension	Create Masks from Text	テキストからマスク作成	テキストからマスク作成	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
752	採用済		Darken	マスクモード:比較(暗)	マスクモード:比較(暗)	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
753	採用済		Darken mode	マスクモード:比較(暗)	マスクモード:比較(暗)	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
754	採用済		Difference	マスクモード:差	マスクモード:差	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
755	採用済		Difference mode	マスクモード:差	マスクモード:差	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
756	拡張	extension	Enter free-transform mask editing mode	自由変形マスク編集モードへ	自由変形マスク編集モードへ	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
757	拡張	extension	Free Transform Points	ポイントを自由変形	ポイントを自由変形	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
758	拡張	extension	Hide Locked Masks	ロック済マスクを隠す	ロック済マスクを隠す	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
759	採用済		Intersect	マスクモード:交差	マスクモード:交差	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
760	採用済		Intersect mode	マスクモード:交差	マスクモード:交差	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
761	採用済		Invert selected mask	選択マスクを反転	選択マスクを反転	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
762	採用済		Inverted	マスクを反転	マスクを反転	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
763	採用済		Lighten	マスクモード:比較(明)	マスクモード:比較(明)	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
764	拡張	extension	Linear	フェザー減衰:線形	フェザー減衰:線形	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
765	拡張	extension	Lock Other Masks	他マスクをロック	他マスクをロック	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
766	拡張	extension	Locked	マスクをロック	マスクをロック	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
767	拡張	extension	Mask Expansion…	マスク拡張	マスク拡張	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
768	拡張	extension	Mask Feather…	マスクフェザー	マスクフェザー	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
769	採用済		Mask Opacity…	マスク不透明度	マスク不透明度	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
770	拡張	extension	Mask Shape…	マスク形状	マスク形状	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
771	拡張	extension	Move selected path points 1 pixel	選択パスポイントを1px移動	選択パスポイントを1px移動	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
772	拡張	extension	Move selected path points 10 pixels	選択パスポイントを10px移動	選択パスポイントを10px移動	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
773	採用済		New Mask	新規マスク	新規マスク	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
774	採用済		New mask	新規マスク	新規マスク	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
775	拡張	extension	None	マスクモード:なし	マスクモード:なし	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
776	拡張	extension	None	マスクモード:なし	マスクモード:なし	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
777	拡張	extension	Off	モーションブラーOFF	モーションブラーOFF	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
778	拡張	extension	On	モーションブラーON	モーションブラーON	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
779	拡張	extension	Open Mask Feather dialog	マスクフェザーダイアログを開く	マスクフェザーダイアログを開く	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
780	拡張	extension	Open Mask Shape dialog	マスク形状ダイアログを開く	マスク形状ダイアログを開く	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
781	不採用	out-of-domain?	Paste mocha mask	mochaマスクを貼り付け	mochaマスクを貼り付け		未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
782	拡張	extension	Redraw Bezier handles	ベジェハンドルを再描画	ベジェハンドルを再描画	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
783	拡張	extension	Remove All Masks	全マスクを削除	全マスクを削除	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
784	拡張	extension	Remove Mask	マスクを削除	マスクを削除	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
785	採用済		Rename selected layer, composition, folder, effect, group, or mask	選択項目の名前変更	選択項目の名前変更	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
786	拡張	extension	Reset Mask	マスクをリセット	マスクをリセット	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
787	拡張	extension	RotoBezier	ロトベジエ	ロトベジエ	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
788	拡張	extension	Same As Layer	レイヤーに準拠	レイヤーに準拠	B02	未判定	未判定	未判定	未監査	意味の在庫判定はあるが、技術の委託先とスクラッチ境界は未監査	-	未監査
